age,income,employment_years,num_credit_lines,credit_util_ratio,num_late_payments,debt_to_income,loan_amount,loan_tenure_yrs,existing_loans,savings_balance,has_mortgage,has_car_loan,creditworthy
50,10000.0,20.0,11,0.0959,1,0.555,10278.02,3,2,3962.49,1,0,1
72,41150.79,25.0,11,0.0572,1,0.3933,21329.1,2,2,1144.32,0,0,1
67,87717.92,16.0,1,0.428,3,0.1817,4422.1,8,3,8742.13,0,0,1
22,10000.0,2.0,10,0.4077,0,0.3972,15733.99,6,3,658.59,1,0,0
64,31202.0,13.0,14,0.2799,2,0.1346,9768.4,3,3,993.22,0,1,1
66,65976.71,12.0,13,0.4712,1,0.4803,14565.37,5,1,6713.14,0,1,0
52,,26.0,14,0.3656,0,0.4258,14731.01,9,0,5108.9,0,0,1
61,42232.53,0.0,1,0.049,1,0.1672,19406.22,8,0,2447.93,1,1,1
51,83521.58,16.0,5,0.6819,2,0.4475,2366.05,2,3,5200.22,1,0,0
50,106075.65,33.0,14,0.3827,1,0.7362,1000.0,4,1,16219.04,0,1,1
72,62256.16,13.0,7,0.4265,0,0.6089,12973.26,9,3,10327.76,1,0,0
38,31838.32,16.0,9,0.3079,2,0.2142,33045.18,8,4,4852.85,0,0,0
34,30996.78,2.0,9,0.5069,4,0.5552,27877.79,3,2,2984.07,0,0,0
39,58622.7,33.0,8,0.1782,2,0.4295,12018.7,2,1,6981.74,0,1,1
65,62024.08,24.0,1,0.2965,0,0.4827,23839.0,4,0,22.96,0,0,1
54,101448.22,1.0,5,0.1184,3,0.5371,25838.43,2,4,10566.3,1,1,1
32,79270.12,33.0,6,0.4314,1,0.3749,6099.7,7,2,12974.03,1,0,1
52,57102.66,25.0,6,0.3093,1,0.1188,16597.75,6,2,1038.56,0,0,1
45,46619.82,30.0,4,0.2756,1,0.3681,1000.0,1,2,4121.66,1,1,1
24,130367.79,8.0,1,0.2083,2,0.327,10643.24,2,1,1253.91,1,0,1
49,70664.87,29.0,3,0.3229,0,0.7115,8411.93,8,1,23776.84,1,1,1
28,38281.21,19.0,10,0.1521,1,0.1793,18773.0,8,1,13989.06,1,1,1
27,49384.43,20.0,4,0.2516,2,0.4493,11690.4,6,0,162.21,1,0,1
26,33063.63,28.0,4,0.283,3,0.3395,11322.7,7,0,28155.26,0,0,1
31,10000.0,24.0,13,0.3491,2,0.3949,25158.62,2,0,1223.58,1,0,0
30,62816.27,24.0,4,0.1456,1,0.3502,1000.0,1,4,701.96,1,0,1
74,99561.36,8.0,14,0.3702,0,0.5865,3980.67,6,4,265.21,1,1,0
42,14236.07,25.0,5,0.2207,0,0.2537,19593.24,3,3,12510.36,1,0,1
19,56381.56,15.0,13,0.3129,1,0.2869,10019.64,1,3,20750.01,1,0,1
52,37327.38,11.0,11,0.4171,1,0.564,18066.81,1,2,804.07,0,0,0
24,68037.56,23.0,9,0.4835,0,0.2205,24178.67,3,2,32744.72,0,1,0
38,50691.75,25.0,4,0.0874,0,0.2985,21372.83,7,1,3036.74,0,1,1
35,20998.63,19.0,9,0.2478,1,0.1872,25107.81,2,2,9086.65,0,0,1
20,30472.41,8.0,9,0.107,0,0.6188,15959.65,4,2,34302.89,0,0,0
59,34242.49,22.0,1,0.0977,0,0.1659,7532.3,4,4,68.25,1,0,1
71,88607.96,28.0,5,0.0203,3,0.1846,5587.29,6,0,6331.12,1,0,1
56,87331.48,30.0,9,0.4499,0,0.3388,9851.37,7,2,8536.6,1,0,1
58,47216.3,18.0,4,0.5875,1,0.1683,21052.99,2,3,3713.59,0,0,1
66,85695.09,19.0,5,0.1345,1,0.4818,17566.56,1,3,932.03,0,0,1
28,50670.4,22.0,4,0.223,1,0.5253,24319.4,6,2,7764.29,1,1,1
56,46833.43,26.0,13,0.2049,1,0.2209,25608.6,3,1,385.13,1,1,1
41,56427.95,29.0,2,0.5108,0,0.4748,6526.69,6,3,20557.28,0,0,1
63,62120.63,20.0,10,0.2894,1,0.3303,21512.36,2,2,4960.15,0,1,1
36,41113.88,34.0,2,0.1431,0,0.4504,12523.4,7,3,19288.08,1,1,1
21,,6.0,2,0.1036,0,0.6343,5888.05,8,2,14489.94,1,0,1
43,74683.06,21.0,13,0.729,2,0.2255,27624.16,5,4,29.18,1,0,0
55,58238.49,9.0,1,0.2839,4,0.2867,13364.71,9,3,4917.92,0,1,0
59,56069.57,22.0,3,0.439,0,0.3391,22207.36,6,2,17499.94,1,1,0
49,67354.51,14.0,14,0.4412,1,0.3381,31920.57,3,4,,1,0,0
56,71667.65,29.0,11,0.4843,0,0.5063,2701.79,2,2,3123.26,0,0,1
62,53434.6,33.0,10,0.6589,0,0.1969,14932.85,7,2,9256.34,0,0,1
63,43145.47,12.0,1,0.2621,3,0.3816,8256.34,1,1,9767.6,0,0,1
53,59730.08,3.0,4,0.5798,2,0.3231,12803.94,1,2,8243.74,0,0,0
57,15150.91,,1,0.1153,1,0.767,16466.24,8,3,,1,0,1
54,49741.95,22.0,4,0.7912,1,0.4429,8629.88,6,0,525.92,1,0,0
50,10000.0,32.0,3,0.2251,2,0.4947,20238.51,3,2,20512.02,0,1,1
53,13105.21,33.0,9,0.1682,0,0.2727,23974.84,9,3,3052.6,1,0,1
20,10000.0,33.0,1,0.3469,2,0.3545,19216.47,1,2,12702.86,0,0,0
26,81183.79,34.0,14,0.2997,0,0.2617,19432.01,5,0,3466.91,0,0,1
25,55349.55,16.0,8,0.039,1,0.4185,13107.19,1,0,5461.53,0,0,1
50,23448.77,27.0,11,0.222,1,0.8165,9448.61,7,2,3743.04,0,1,0
23,67276.65,,9,0.5577,2,0.3211,13753.6,1,3,678.57,0,1,0
58,79716.36,33.0,12,0.3697,0,0.4172,15300.79,4,4,3197.22,1,0,1
56,67712.14,10.0,7,0.0648,2,0.5832,13015.71,2,1,24930.2,0,0,0
21,50282.25,12.0,1,0.6252,2,0.1459,14897.51,9,2,935.3,0,0,0
30,60812.17,32.0,4,0.389,0,0.451,7992.21,3,3,6492.59,1,0,1
66,77537.41,1.0,10,0.1758,0,0.4813,22225.82,6,0,27638.36,1,0,1
19,43268.85,33.0,1,0.2999,1,0.3637,13978.67,7,3,165.8,0,0,1
22,55746.67,28.0,4,0.5242,0,0.2826,28061.4,2,2,573.6,1,0,0
61,48570.17,3.0,3,0.3365,0,0.3786,23596.69,1,3,19185.43,1,1,1
44,14664.6,11.0,2,0.1481,1,0.277,22584.08,2,3,10641.12,1,0,1
49,77914.2,25.0,1,0.3038,1,0.6789,11303.1,8,2,6305.35,0,0,0
38,106431.8,27.0,6,0.394,2,0.3184,12342.56,9,2,6154.05,1,0,1
25,33155.13,2.0,12,0.3057,0,0.4642,13958.21,8,4,29474.6,1,1,0
55,79067.01,19.0,7,0.3458,0,0.1781,18080.33,1,2,169.41,1,0,1
25,33950.16,9.0,6,0.4001,1,0.2202,18667.25,2,0,2522.91,0,1,1
67,58319.7,17.0,9,0.0165,0,0.2102,12426.48,4,3,3048.04,1,0,1
20,92700.31,26.0,12,0.4075,1,0.1587,31686.37,8,0,1018.05,0,0,0
71,41989.03,30.0,9,0.2602,1,0.2847,11031.83,9,1,3535.68,0,1,1
61,54632.84,26.0,2,0.1979,0,0.2803,1000.0,7,1,3701.51,0,0,1
20,10000.0,0.0,2,0.303,0,0.573,7964.46,8,2,25514.6,1,0,1
39,38394.89,5.0,9,0.238,1,0.3522,16301.6,9,3,4667.47,1,0,1
23,10000.0,10.0,1,0.2282,5,0.4985,12275.89,4,2,21839.03,1,0,1
19,65729.45,33.0,5,0.415,1,0.2131,19097.47,4,4,13287.43,0,1,1
40,75790.94,19.0,1,0.0922,2,0.5157,15360.56,3,0,10679.88,1,0,0
61,49459.13,20.0,7,0.5296,4,0.3051,12737.15,7,2,3210.07,1,1,1
19,62147.17,20.0,9,0.3095,0,0.3023,7266.08,4,4,4454.64,1,1,1
55,46856.74,17.0,6,0.309,4,0.1469,21489.64,1,0,364.68,1,0,0
34,73513.63,20.0,14,0.1508,2,0.3821,5478.05,8,2,3790.13,0,0,1
52,58236.55,18.0,2,0.0491,1,0.2995,8450.78,1,2,16346.78,1,1,1
51,10000.0,3.0,6,0.2519,2,0.1757,26820.56,3,2,12163.33,1,1,1
40,78499.52,12.0,9,0.3313,0,0.2281,12303.22,9,4,13217.24,0,0,1
47,45261.43,17.0,3,0.3461,0,0.4689,1000.0,1,0,2004.12,1,0,0
69,23240.51,28.0,9,0.4362,2,0.7896,21117.8,1,3,1886.15,0,1,0
25,44026.65,24.0,8,0.0464,0,0.4429,28232.17,3,4,8709.5,0,0,1
39,10000.0,12.0,13,0.3935,1,0.5935,3766.84,7,4,8427.59,1,1,0
61,23752.77,26.0,12,0.3302,0,0.4237,14410.76,6,4,1738.39,1,0,1
53,58573.74,18.0,7,0.4549,2,0.4725,32308.87,5,0,10173.64,0,0,0
22,60667.79,0.0,8,0.0749,2,0.8266,26187.57,4,1,3774.77,1,1,0
30,62660.97,18.0,10,0.2831,2,0.5209,28845.78,5,3,17428.98,1,1,0
46,55080.25,0.0,6,0.3261,1,0.5244,10530.08,5,3,3626.47,1,0,0
48,37678.37,16.0,3,0.6025,0,0.4639,11922.92,7,3,2090.51,0,0,0
64,53638.52,20.0,7,0.2922,0,0.3079,25455.41,6,1,1743.91,0,0,1
74,44069.81,21.0,4,0.1903,2,0.6648,16916.95,9,4,18277.9,0,1,0
72,14355.46,14.0,11,0.4667,2,0.5608,25240.77,3,1,15730.58,0,0,0
33,35689.63,31.0,10,0.0589,0,0.2176,12751.17,7,3,4439.17,1,0,1
59,77238.53,3.0,14,0.3313,1,0.3647,22251.25,6,4,2203.09,1,0,1
47,94707.35,31.0,5,0.4,2,0.1048,10794.37,3,0,2678.67,0,0,1
74,71281.88,3.0,8,0.3196,0,0.3609,6841.03,7,3,3888.44,1,0,1
72,93592.44,0.0,7,0.2985,4,0.1467,16460.59,7,4,362.89,1,1,0
33,57134.72,32.0,7,0.1201,2,0.3066,9127.6,1,0,557.31,1,0,1
29,98559.4,6.0,8,0.3403,0,0.535,2992.78,6,1,20989.02,0,0,0
34,106362.21,8.0,10,0.1419,1,0.2407,2006.55,7,4,11623.49,1,1,1
33,11663.26,0.0,3,0.3552,3,0.5099,19714.05,2,4,13455.36,0,0,0
29,60537.33,15.0,3,0.1462,1,0.6618,14512.06,3,1,5210.58,0,0,1
25,57160.75,17.0,2,0.2088,2,0.3743,7819.38,9,0,3632.78,1,0,1
37,44397.4,5.0,1,0.2495,1,0.4538,16259.3,8,1,771.82,1,1,1
20,67297.89,1.0,10,0.6393,2,0.1394,20078.71,1,3,6533.11,0,1,1
33,56028.13,,6,0.2441,2,0.4004,18442.4,3,2,10880.61,0,1,1
47,36613.78,3.0,6,0.1951,1,0.3058,18996.83,3,1,1744.36,1,0,1
62,,22.0,13,0.2567,1,0.5778,18869.31,3,3,3943.37,0,0,1
40,85114.86,7.0,10,0.1695,1,0.7495,10475.38,2,4,20972.79,1,0,1
45,59563.45,24.0,12,0.3852,0,0.2597,20088.69,5,3,14850.42,0,0,1
68,70673.87,15.0,8,0.1751,0,0.252,5806.23,3,4,12807.55,0,1,1
57,48073.67,34.0,14,0.083,2,0.4273,17565.94,3,2,321.87,1,0,1
71,66301.6,16.0,6,0.3694,0,0.2798,8176.51,1,2,1448.13,0,0,0
22,24769.64,17.0,6,0.3229,0,0.4567,1000.0,6,1,2922.74,0,0,0
37,42506.99,26.0,1,0.2423,0,0.1065,1000.0,9,2,2895.16,0,1,1
57,52433.28,14.0,12,0.5934,1,0.2153,1000.0,6,1,1104.55,1,1,1
73,23091.6,16.0,7,0.712,1,0.1054,19347.69,6,0,2733.7,0,1,1
61,34244.58,4.0,7,0.1729,2,0.4177,25256.05,4,4,4470.95,0,0,0
18,62827.79,15.0,10,0.3419,3,0.1992,24989.03,1,1,404.5,0,0,0
74,58245.8,14.0,9,0.2735,0,0.5231,20271.48,2,2,4129.08,0,0,1
47,75159.14,33.0,14,0.0207,2,0.2676,13600.68,2,2,5489.91,0,1,1
38,39987.22,18.0,12,0.4486,2,0.641,3471.44,1,4,334.37,1,0,0
37,56440.06,7.0,7,0.1177,0,0.6588,18562.25,2,4,8971.74,0,1,1
23,38203.31,9.0,8,0.2071,0,0.3513,21150.86,5,0,665.16,1,0,0
39,72653.21,4.0,4,0.1089,0,0.6059,13990.77,4,0,8351.27,0,1,1
35,84768.65,25.0,9,0.0763,1,0.1582,23200.56,8,2,41039.87,1,0,1
25,67083.12,21.0,14,0.1831,3,0.1379,8793.07,3,4,500.32,0,1,1
56,81529.86,22.0,1,0.1273,2,0.0848,22052.11,4,1,2541.61,0,0,1
49,55812.5,12.0,8,0.4312,0,0.6415,11773.2,8,1,1107.94,0,0,0
50,75139.85,8.0,3,0.1484,1,0.369,20837.14,1,4,3686.53,0,0,0
70,56885.44,19.0,14,0.2202,0,0.3134,25139.42,7,3,14427.11,0,1,1
33,29376.8,27.0,1,0.0463,1,0.5955,7574.66,6,0,21211.2,0,1,1
29,61168.03,23.0,2,0.0161,1,0.4996,11388.45,5,3,14646.75,0,0,1
55,30117.58,32.0,6,0.5807,2,0.4743,9952.12,1,1,9397.06,0,1,0
69,113478.22,19.0,5,0.21,1,0.2539,24041.48,2,4,10104.62,0,1,1
51,46647.8,29.0,14,0.3307,1,0.157,23831.54,5,1,1026.99,0,1,1
31,71125.95,8.0,3,0.3359,1,0.5513,12560.86,9,0,2287.65,1,1,0
53,54689.67,16.0,9,0.2887,2,0.4021,19904.05,7,1,3619.16,1,1,1
50,24159.66,13.0,8,0.5429,1,0.3332,11121.71,7,4,411.51,0,1,1
40,10000.0,18.0,13,0.0526,1,0.324,8731.47,1,4,13791.92,0,0,0
67,73725.35,6.0,3,0.7721,0,0.3923,19188.37,8,4,2362.25,0,0,0
62,93733.52,2.0,2,0.2439,2,0.2076,19860.36,4,0,429.65,1,0,1
19,36629.91,32.0,8,0.0875,1,0.2412,7308.71,2,1,607.14,0,0,1
58,13582.69,31.0,14,0.3606,1,0.3159,14509.63,7,0,27918.58,1,1,0
38,46870.93,10.0,5,0.3853,2,0.5713,13171.14,6,0,19441.93,1,0,0
19,31572.07,1.0,9,0.4408,0,0.4975,1000.0,9,1,25503.25,1,1,0
44,38742.11,25.0,1,0.3533,1,0.1639,10786.96,9,3,25118.15,0,0,1
74,70259.34,,10,0.1886,0,0.6665,16184.6,4,1,12852.89,1,0,0
26,53738.42,16.0,3,0.2348,0,0.3797,9221.0,5,0,2583.36,0,1,1
18,34262.31,16.0,5,0.2418,1,0.4724,8298.06,5,2,3141.61,1,0,1
28,69712.52,27.0,2,0.5269,0,0.158,14923.11,8,3,4113.34,0,1,1
20,71671.81,29.0,3,0.1134,0,0.4602,15021.46,1,3,12297.04,1,0,1
69,46573.56,22.0,4,0.589,0,0.481,16475.89,6,2,20913.57,1,0,0
40,58447.91,23.0,4,0.1247,2,0.465,15019.53,5,3,4642.98,0,1,1
43,68012.55,28.0,11,0.4645,3,0.3378,20921.51,2,1,2870.29,0,1,1
21,65652.58,3.0,9,0.5888,1,0.3034,20906.26,4,2,2225.53,0,0,1
35,56015.35,28.0,1,0.007,0,0.2627,21704.26,7,2,2370.76,0,0,1
72,90814.65,18.0,12,0.4986,2,0.5054,23970.22,2,2,55.26,0,0,0
23,69567.02,26.0,9,0.0464,1,0.395,22862.14,6,1,2133.96,1,0,1
52,43733.02,28.0,9,0.4494,2,0.3437,9396.51,5,3,2795.53,0,1,0
39,43883.27,34.0,11,0.1211,1,0.3932,5188.11,1,3,11954.18,1,0,1
60,41047.84,5.0,6,0.4154,2,0.2156,20280.09,1,4,6361.94,0,0,1
32,70803.02,22.0,11,0.2667,1,0.7975,25810.36,8,1,3216.93,0,0,1
39,39431.31,7.0,1,0.2542,0,0.2361,9616.33,9,3,7272.07,0,1,1
54,44377.52,1.0,11,0.0841,2,0.2473,21433.81,7,4,12421.2,1,1,1
69,81450.56,12.0,13,0.1708,0,0.5637,28906.29,9,4,7533.83,0,0,0
59,59790.8,20.0,12,0.5304,1,0.5442,13931.44,2,0,582.64,0,0,0
29,84963.32,30.0,6,0.0838,4,0.294,4393.51,8,1,2206.08,1,0,1
64,74951.5,26.0,8,0.2886,0,0.2165,26224.56,6,4,2693.46,0,0,1
66,25583.2,22.0,5,0.3842,3,0.1058,20056.92,7,2,3607.05,1,1,1
59,52446.67,20.0,5,0.5065,1,0.1914,16656.65,7,2,199.47,0,0,1
55,79748.73,12.0,1,0.1471,3,0.2261,21026.21,6,0,10910.1,1,1,1
35,24445.6,25.0,1,0.4815,2,0.341,13020.46,4,4,5084.52,1,0,0
62,65492.77,6.0,8,0.1256,0,0.5176,27485.83,3,2,18151.78,1,1,1
52,54019.09,21.0,13,0.4729,3,0.3163,14499.42,9,4,5833.22,0,0,1
47,,22.0,5,0.4683,2,0.3206,1000.0,5,2,35493.98,0,1,1
41,57991.48,29.0,8,0.3082,3,0.5227,11861.44,1,1,9650.32,0,0,0
59,34063.3,17.0,10,0.2444,1,0.3635,1000.0,1,3,17433.54,0,1,0
47,25808.71,17.0,2,0.5217,0,0.3354,15509.37,8,2,28979.82,1,0,1
31,55228.52,9.0,4,0.2205,1,0.2471,32382.33,5,1,5105.59,1,0,0
23,10000.0,29.0,13,0.1077,0,0.2765,5649.76,5,3,8021.63,0,0,1
20,38142.74,25.0,11,0.0386,4,0.4658,10944.0,2,0,19630.74,0,0,1
33,118779.36,6.0,14,0.5949,0,0.4412,3296.58,8,3,6851.01,1,0,0
24,71255.56,6.0,10,0.2535,3,0.2759,14142.85,6,1,433.9,0,0,0
69,32964.38,4.0,9,0.0664,2,0.3891,16746.61,1,2,9551.81,0,1,0
31,90104.15,0.0,13,0.2353,0,0.5501,1000.0,9,0,21957.99,1,1,0
26,30198.91,17.0,3,0.5137,3,0.2372,20598.28,6,4,12155.57,0,0,0
32,41157.62,12.0,6,0.2982,3,0.3497,13144.04,3,0,12533.4,0,0,1
38,26278.71,24.0,11,0.303,1,0.451,13473.26,6,3,660.57,0,1,1
52,61402.0,7.0,7,0.2381,1,0.5113,6516.54,4,1,10696.58,0,1,1
19,89215.74,9.0,3,0.081,0,0.7623,15671.71,9,0,,0,1,0
44,30024.84,31.0,1,0.228,1,0.2935,27895.87,8,0,21350.4,1,1,1
19,10000.0,16.0,2,0.1969,0,0.4517,21482.5,2,2,19655.7,0,1,1
52,82274.17,14.0,11,0.2497,2,0.152,21869.48,3,3,31408.76,1,0,1
35,93845.01,14.0,14,0.5841,0,0.3385,4572.24,8,2,2890.01,0,0,1
31,10000.0,19.0,10,0.2429,0,0.1767,34219.04,2,2,6217.0,1,0,1
37,66501.36,14.0,7,0.5702,1,0.2472,11081.0,8,3,6916.46,1,1,1
35,60662.63,34.0,7,0.213,1,0.2299,19915.17,8,0,,0,0,1
27,35313.12,5.0,12,0.2683,0,0.3288,16156.11,5,1,4250.5,1,1,1
42,20141.11,29.0,1,0.2934,1,0.283,16238.7,5,1,34680.14,1,1,1
19,79793.76,7.0,10,0.4294,1,0.3282,22100.91,8,3,17421.25,1,0,1
42,59476.76,,7,0.2443,0,0.3223,23598.19,7,3,,0,1,1
71,61360.66,31.0,10,0.0761,1,0.4996,2358.2,8,1,8347.06,1,1,1
50,39455.77,14.0,11,0.3477,2,0.2703,3629.84,1,1,10021.06,0,0,0
53,34952.27,17.0,6,0.1415,2,0.3822,13980.43,7,4,7404.6,0,1,1
48,10000.0,12.0,11,0.3205,0,0.6421,19024.1,7,3,9834.9,1,0,0
31,49299.3,,6,0.3717,2,0.4078,15427.25,2,2,13564.15,0,0,1
18,90970.66,13.0,7,0.2959,1,0.3398,7559.43,9,0,30489.24,0,0,1
63,32743.64,27.0,7,0.0695,1,0.0987,21530.37,6,0,15127.35,0,0,1
33,16939.63,10.0,1,0.24,1,0.2397,27349.55,8,4,1108.15,1,0,0
71,65891.61,,10,0.4907,0,0.3203,13956.82,6,3,6324.32,1,1,1
63,70502.0,24.0,5,0.5185,3,0.5047,19056.54,7,0,7995.4,1,0,0
69,40352.35,0.0,14,0.1273,3,0.3858,2408.34,3,0,2471.1,0,0,1
20,46280.89,24.0,14,0.3416,0,0.3572,12125.74,2,0,5162.82,0,1,1
52,61597.58,1.0,8,0.455,0,0.5183,20300.88,4,1,21587.9,0,0,1
58,51111.26,31.0,8,0.1849,2,0.3968,15938.53,4,4,2397.85,0,0,1
23,80003.23,12.0,3,0.2025,1,0.5442,8582.89,5,2,3053.43,1,1,1
42,115931.06,32.0,3,0.3074,2,0.3199,12427.01,7,1,19112.88,1,1,1
30,12270.91,31.0,7,0.1795,0,0.4791,21896.57,3,3,792.96,0,0,1
70,85743.88,23.0,4,0.2595,2,0.2015,12590.54,6,4,16973.2,0,0,1
51,57631.49,26.0,6,0.3199,2,0.4249,10623.35,8,1,2897.18,1,0,0
25,89705.02,3.0,9,0.6033,2,0.3202,18230.72,8,1,5520.19,0,0,0
38,73108.86,23.0,10,0.188,0,0.4011,14474.07,9,4,8236.79,0,0,1
51,56528.91,22.0,2,0.0411,1,0.2884,23153.85,2,3,8317.87,0,0,1
21,74000.57,28.0,2,0.3061,1,0.256,10753.24,4,4,31288.41,1,1,1
42,45146.11,33.0,6,0.1164,1,0.2483,18262.88,1,4,283.14,1,1,1
32,35642.46,20.0,3,0.3157,1,0.4184,5015.88,7,3,9734.19,0,0,1
21,75271.58,29.0,1,0.2314,1,0.3804,16126.31,6,1,14946.6,1,0,1
62,33891.79,25.0,2,0.3532,0,0.2491,26305.74,3,3,7100.25,0,0,1
29,71059.31,19.0,14,0.2891,0,0.2013,1000.0,5,2,29746.36,1,0,0
49,55768.69,15.0,13,0.2938,0,0.4168,18525.75,3,3,4325.69,1,0,1
49,10000.0,2.0,7,0.1903,1,0.6466,12143.27,7,2,11085.94,1,1,1
45,40640.44,24.0,4,0.2463,2,0.2609,14629.69,8,4,9276.28,1,0,1
30,63370.95,22.0,12,0.2578,1,0.6693,12183.66,8,0,254.92,0,0,0
48,44849.98,0.0,2,0.1583,0,0.4166,15270.79,9,4,6437.83,0,1,1
31,10000.0,32.0,11,0.4366,1,0.1973,19023.72,9,2,2418.78,0,0,1
37,88018.75,14.0,12,0.3343,1,0.1868,4173.84,4,3,6018.93,1,0,1
35,59234.38,16.0,12,0.3274,1,0.413,19433.3,5,2,17238.45,1,1,1
46,66093.48,33.0,8,0.3731,0,0.3634,27827.08,9,0,7956.75,0,0,1
23,43168.1,16.0,4,0.1054,4,0.2851,13066.61,5,4,7209.02,1,0,1
49,68287.24,3.0,4,0.1863,0,0.3054,10376.35,3,2,8928.66,0,1,1
46,100870.5,12.0,2,0.1016,0,0.3477,13400.15,9,1,6011.59,1,1,1
60,36623.18,3.0,14,0.5236,1,0.2698,17053.78,8,4,4750.62,0,0,1
19,96675.32,6.0,1,0.1095,1,0.6475,8952.43,8,4,3752.81,0,0,0
40,64964.1,8.0,1,0.4576,0,0.5326,19641.01,6,2,9633.78,0,0,1
36,,22.0,3,0.2961,1,0.3607,30689.66,2,2,,1,0,1
48,110309.77,32.0,6,0.4994,1,0.1634,28389.58,6,0,4402.62,1,0,1
68,64791.01,32.0,7,0.2551,0,0.5831,22713.48,3,1,357.72,0,0,1
22,71911.97,19.0,13,0.343,3,0.4988,22553.89,2,2,6267.16,0,0,0
36,48266.2,3.0,9,0.2324,2,0.4194,24387.59,6,0,,0,1,0
51,,0.0,5,0.1797,4,0.2911,15183.66,8,2,5216.02,0,1,0
27,59195.33,33.0,9,0.4542,0,0.1657,3628.83,7,4,,1,0,1
42,94536.59,26.0,8,0.0558,4,0.2972,22915.57,4,4,18100.61,0,1,1
19,47258.5,20.0,1,0.3976,2,0.3933,3111.41,8,4,5248.62,1,0,0
28,54331.22,23.0,11,0.1461,1,0.2212,10540.34,8,4,12834.38,0,0,1
67,91408.21,14.0,12,0.1876,2,0.5219,19252.72,7,3,8122.91,1,0,1
48,47491.83,34.0,3,0.097,1,0.4361,8186.62,2,4,,1,0,1
73,67756.91,24.0,8,0.4129,1,0.4551,30504.26,4,1,16808.06,0,0,1
32,76933.76,8.0,9,0.1386,2,0.0727,11638.75,3,4,2230.73,1,0,1
26,50080.48,16.0,14,0.4221,1,0.6385,5019.41,7,3,14113.49,1,0,0
40,62745.94,20.0,4,0.1819,0,0.3147,17369.43,3,2,10215.29,0,0,1
36,71527.57,12.0,14,0.4544,1,0.4664,9052.13,7,2,6587.38,1,0,0
26,44977.12,2.0,14,0.505,0,0.4036,11682.35,8,3,6299.02,0,1,0
52,75394.13,3.0,14,0.3001,2,0.5161,19258.31,4,4,2984.99,0,0,0
38,41325.35,3.0,12,0.4735,1,0.3264,21284.9,7,0,6223.29,1,1,1
26,38122.81,27.0,6,0.1474,1,0.4284,19465.46,9,1,3880.61,1,1,1
45,16823.97,6.0,4,0.3658,2,0.3838,14233.56,7,4,17572.11,1,0,0
63,42413.44,25.0,13,0.16,1,0.2644,4026.62,2,3,6979.65,1,0,1
68,34612.43,10.0,9,0.5053,1,0.5892,19173.97,9,4,2842.32,0,1,0
24,44978.15,23.0,2,0.5833,0,0.717,15774.57,5,3,1247.38,0,1,0
33,70299.82,9.0,6,0.7805,1,0.1752,15953.1,6,4,9472.97,0,0,0
33,11858.14,12.0,11,0.2747,3,0.4145,9863.84,2,0,8742.21,1,1,0
50,10000.0,18.0,13,0.1838,0,0.3012,16861.48,7,0,3570.97,0,0,1
21,36273.02,18.0,3,0.2199,1,0.3328,10306.73,9,1,1415.55,0,0,1
21,66530.76,11.0,10,0.4177,0,0.3788,17015.13,2,1,10075.3,0,0,1
56,62221.62,21.0,4,0.305,2,0.1926,1000.0,9,3,2522.01,1,1,1
57,35873.44,29.0,2,0.1347,0,0.6271,27605.58,5,0,15844.62,1,0,1
34,84235.21,11.0,11,0.4436,1,0.1257,16674.12,1,1,10363.72,0,0,0
54,38539.75,28.0,8,0.4437,1,0.5564,11800.46,5,3,17834.18,0,0,1
56,66561.35,20.0,10,0.3296,2,0.3743,12191.64,2,1,33383.1,0,0,1
69,45930.34,10.0,8,0.0673,1,0.8135,25338.04,8,0,3336.44,0,0,1
46,33280.59,17.0,1,0.3438,1,0.2661,6971.94,3,4,5610.45,1,0,1
69,39873.33,26.0,10,0.1819,1,0.1297,10400.92,9,2,4137.11,0,1,1
53,73350.01,11.0,6,0.1397,1,0.357,5652.77,5,0,646.16,0,0,1
55,64025.63,22.0,1,0.2938,3,0.5609,16073.28,3,1,4153.15,0,0,1
56,79202.57,33.0,6,0.2605,0,0.2447,19541.8,1,2,4692.98,1,1,1
67,64024.65,22.0,7,0.3029,0,0.3336,16814.47,4,0,1523.43,0,0,1
54,14720.76,24.0,2,0.4213,0,0.5791,18849.21,7,1,17186.05,0,0,0
69,107860.37,3.0,9,0.1707,1,0.2055,23517.77,3,0,2767.43,1,0,1
52,64379.23,29.0,8,0.1796,0,0.1236,13924.26,9,3,11369.75,1,1,1
24,67866.79,29.0,9,0.4032,0,0.6796,7960.77,5,1,634.68,0,0,1
44,45579.06,12.0,10,0.1796,2,0.4809,7647.16,6,2,244.4,0,0,0
45,82829.46,13.0,13,0.5354,1,0.3424,8683.02,7,0,43203.95,0,0,1
39,27672.31,7.0,4,0.4813,2,0.4541,24304.84,5,1,1050.15,0,0,1
31,70245.73,23.0,4,0.5134,1,0.3209,20932.41,2,4,11614.65,0,1,1
24,10000.0,17.0,12,0.2705,2,0.4057,1000.0,3,1,7421.18,0,1,0
54,71930.21,34.0,8,0.3488,2,0.2533,17032.92,9,0,4825.76,0,1,0
39,28011.24,24.0,1,0.114,1,0.3079,18960.43,3,4,300.96,0,0,1
22,61924.86,16.0,8,0.3241,2,0.515,9267.14,2,2,3187.46,1,0,0
72,88933.51,31.0,7,0.3245,1,0.5817,11729.0,8,4,18427.93,0,1,1
